"rep","fit_ok","flip_ok","fmg_ok","fit_error","flip_error","fmg_error","draw_seconds","fit_seconds","flip_seconds","fmg_seconds","total_seconds","flip_setup_seconds","flip_score_seconds","standardization_setup_seconds","flip_standardization_seconds","standardization_available","empirical_eigen_min","empirical_eigen_mean","empirical_eigen_cv","empirical_eigen_ratio","empirical_identity_distance","rls_statistic","flip_rls_abs_difference","p_flip_effective","p_flip_standardized","p_flip_standardized_chisq","p_gof_std_ml","p_gof_sb_ml","p_gof_mv_ml","p_gof_ss_ml","p_gof_peba4_ml","p_gof_all_ml","p_gof_std_rls","p_gof_sb_rls","p_gof_mv_rls","p_gof_ss_rls","p_gof_peba4_rls","p_gof_all_rls","p","n","distribution","truth","df","n_over_df","rho","cell_id"
74,TRUE,TRUE,TRUE,"","","",0,0.00199999999999978,0.00700000000000012,0.0390000000000001,0.0500000000000003,0.00200000000000022,0.00099999999999989,0.004,0,FALSE,-2.48247564696819e-15,1.0262325789151,1.63801436902383,Inf,1.67623762660787,196.392766153104,3.92304855267867e-10,0.15,NA,NA,0.00229812880464396,0.00361364338272774,0.0739131280180094,0.0701727828199432,0.0136494064128158,0.0752126313131073,0.0808982375770385,0.104125618838704,0.240415254971594,0.246599840145734,0.144501619293341,0.232197123757314,20,100,"normal","null",170,0.588235294117647,0,2
75,TRUE,TRUE,TRUE,"","","",0,0.00199999999999978,0.00700000000000012,0.0290000000000004,0.04,0.00200000000000022,0.00099999999999989,0.004,0,FALSE,-2.2753959698314e-15,1.00182223776291,1.54791452582418,Inf,1.5461685549294,157.799364247023,1.78147274709772e-10,0.765,NA,NA,0.590013545322176,0.563219808759818,0.515676623045961,0.527716560574896,0.543865876930942,0.506526084138574,0.739502669512895,0.717150644020741,0.60434023528461,0.614835355306389,0.677707587384323,0.597284690745496,20,100,"normal","null",170,0.588235294117647,0,2
76,TRUE,TRUE,TRUE,"","","",0,0.00199999999999978,0.00600000000000023,0.0270000000000001,0.036,0.00200000000000022,0.00099999999999989,0.00300000000000011,0,FALSE,-2.69187345947702e-15,0.994892617838189,1.59909177703832,Inf,1.58624673510514,202.268510398051,3.62661012331955e-11,0.065,NA,NA,0.0079025392945375,0.00485692927164409,0.0779984753274405,0.0745602367085933,0.0164294909479871,0.0792204321410337,0.0459219793060832,0.0318772556082507,0.151270996418418,0.151940614661569,0.0609976991215304,0.148504811780394,20,100,"normal","null",170,0.588235294117647,0,2
77,TRUE,TRUE,TRUE,"","","",0,0.00199999999999978,0.00600000000000023,0.0289999999999999,0.0379999999999998,0.00100000000000033,0.00099999999999989,0.004,0,FALSE,-1.93496143151525e-15,1.00406758640472,1.54511545035392,Inf,1.54683601686296,191.299056569536,5.81223957851762e-11,0.135,NA,NA,0.0808526409175486,0.0708860044198661,0.199046359758303,0.202422650020966,0.107850787480008,0.194971579803758,0.12591611949314,0.112154129062927,0.239778359560396,0.245344558358309,0.151413287597902,0.234209121174647,20,100,"normal","null",170,0.588235294117647,0,2
78,TRUE,TRUE,TRUE,"","","",0,0.00200000000000022,0.00599999999999978,0.036,0.0459999999999998,0.00199999999999978,0.00100000000000033,0.00299999999999967,0,FALSE,-1.68289098468516e-15,1.00676115912055,1.53609024964365,Inf,1.541935656176,147.27527970854,1.003598981697e-09,0.91,NA,NA,0.5398603855008,0.532921332384919,0.499344225347801,0.511359897000187,0.517878647162878,0.491294357511268,0.895346920134948,0.892277791459192,0.735097806943151,0.740207103122575,0.846960965459534,0.733321530150188,20,100,"normal","null",170,0.588235294117647,0,2
79,TRUE,TRUE,TRUE,"","","",0,0.00200000000000067,0.00699999999999967,0.0309999999999997,0.0409999999999995,0.00199999999999978,0.00100000000000033,0.00399999999999956,0,FALSE,-1.62067672927772e-15,1.00549746927363,1.60649545289013,Inf,1.61057852527423,196.77266562744,2.15050022234209e-09,0.095,NA,NA,0.0731810392845643,0.0653100651863037,0.198165006459373,0.201716089984603,0.102427152339543,0.193390223545804,0.0781302978730583,0.0698582712458882,0.203327172684272,0.207185153944121,0.107562907400493,0.198319538368412,20,100,"normal","null",170,0.588235294117647,0,2
80,TRUE,TRUE,TRUE,"","","",0,0.00199999999999978,0.00700000000000056,0.0249999999999995,0.0350000000000001,0.00200000000000067,0.000999999999999446,0.00400000000000045,0,FALSE,-1.051248381443e-15,1.00685547154424,1.55990264799317,Inf,1.56598530719562,197.295459637108,3.9887027014629e-10,0.135,NA,NA,0.0237188757508542,0.0212069850992558,0.126378780265534,0.125551964181702,0.045899330685112,0.125324062224742,0.0744449347234076,0.0681585526844532,0.197081609978298,0.200391541357551,0.105648435228756,0.192940387048663,20,100,"normal","null",170,0.588235294117647,0,2
81,TRUE,TRUE,TRUE,"","","",0,0.00199999999999978,0.00700000000000056,0.0350000000000001,0.0449999999999999,0.00200000000000067,0.000999999999999446,0.00400000000000045,0,FALSE,-1.24393284776818e-15,0.988519164031799,1.52195298717465,Inf,1.50009216230015,178.122072300943,8.64872617967194e-11,0.265,NA,NA,0.134652494346047,0.093736839794741,0.220735605940177,0.225190681950046,0.132417636552421,0.216440000681067,0.319292151503293,0.248785895308783,0.337813354279174,0.347292646295079,0.278024156991084,0.330562963602734,20,100,"normal","null",170,0.588235294117647,0,2
82,TRUE,TRUE,TRUE,"","","",0,0.00199999999999978,0.00700000000000056,0.04,0.0490000000000004,0.00200000000000067,0.000999999999999446,0.00400000000000045,0,FALSE,-2.2396216571705e-15,1.00186281680017,1.54327356301432,Inf,1.54159532189493,190.591807793121,4.01115585191292e-10,0.145,NA,NA,0.0136353960984237,0.0106883235587486,0.0971741835666288,0.0947855455103584,0.028130798617147,0.0975243796346254,0.133410843305311,0.114969422651256,0.242132393922306,0.247809011647332,0.154545390703369,0.236433365908443,20,100,"normal","null",170,0.588235294117647,0,2
83,TRUE,TRUE,TRUE,"","","",0,0.00300000000000011,0.0119999999999996,0.0650000000000004,0.0820000000000007,0.00299999999999923,0.00200000000000067,0.00599999999999934,0,FALSE,-2.16225308147668e-15,0.996526635343881,1.57631607513019,Inf,1.56621787118594,172.427548716667,4.21493950852891e-11,0.42,NA,NA,0.278957869744286,0.237267772154375,0.333358945521626,0.34326639879911,0.268489036410153,0.324578369771793,0.433624709778482,0.384226108089115,0.41851085104259,0.430560251942894,0.393760910277515,0.408799883824643,20,100,"normal","null",170,0.588235294117647,0,2
84,TRUE,TRUE,TRUE,"","","",0,0.00300000000000011,0.00900000000000034,0.0459999999999994,0.0609999999999999,0.00399999999999956,0.00100000000000033,0.00400000000000045,0,FALSE,-3.17021527139272e-15,0.993033806482865,1.58425266356067,Inf,1.56859798967468,195.261336770158,1.56791202243767e-09,0.115,NA,NA,0.0393214444626598,0.0260861376353715,0.138978468239302,0.1388883186928,0.0535982638285875,0.137593067106979,0.0896030943258872,0.0637996057296196,0.194411370644979,0.197659648137021,0.101301752971689,0.190708125157647,20,100,"normal","null",170,0.588235294117647,0,2
85,TRUE,TRUE,TRUE,"","","",0,0.00399999999999956,0.0120000000000005,0.069,0.0860000000000003,0.00300000000000011,0.00199999999999978,0.00700000000000056,0,FALSE,-2.31335624934775e-15,1.0165415692753,1.61326482629195,Inf,1.63520392806129,180.703932907013,9.15662212719326e-10,0.36,NA,NA,0.0834274790486135,0.0925136332113473,0.227518703579427,0.232824845193341,0.131954309142423,0.220727928586281,0.272680260891546,0.291388827357524,0.367410684644053,0.378764199545471,0.315391105185048,0.356605577906051,20,100,"normal","null",170,0.588235294117647,0,2
86,TRUE,TRUE,TRUE,"","","",0,0.00399999999999956,0.0120000000000005,0.0750000000000002,0.0920000000000005,0.00300000000000011,0.000999999999999446,0.00700000000000056,0,FALSE,-1.89352179928719e-15,1.03280493270699,1.71091084002886,Inf,1.76213770531588,188.762813990967,2.00088834390044e-11,0.25,NA,NA,0.0713547214265553,0.104140626569284,0.245650306907596,0.252563168567387,0.145385586980703,0.236403963591867,0.154290454430657,0.207826008489653,0.321293510062874,0.332027762474904,0.243488876473065,0.309295874591543,20,100,"normal","null",170,0.588235294117647,0,2
87,TRUE,TRUE,TRUE,"","","",0,0.00300000000000011,0.0119999999999996,0.0449999999999999,0.0609999999999999,0.00399999999999956,0.00100000000000033,0.00699999999999967,0,FALSE,-3.34911186529356e-15,1.00011882455111,1.57669673902527,Inf,1.57223935885033,159.231615731675,2.04636307898909e-11,0.67,NA,NA,0.478287271260967,0.444222983396944,0.450943893468875,0.463328910950626,0.443769544786344,0.441633851569921,0.712412174097038,0.6831500610678,0.581989488410255,0.593353850891325,0.646067049544227,0.574547736509365,20,100,"normal","null",170,0.588235294117647,0,2
88,TRUE,TRUE,TRUE,"","","",0,0.00199999999999978,0.00699999999999967,0.0209999999999999,0.0309999999999997,0.00199999999999978,0.00100000000000033,0.00399999999999956,0,FALSE,-2.49571533073767e-15,0.987193679100048,1.47653447031194,Inf,1.45338846064494,181.119778402337,4.05634636990726e-10,0.21,NA,NA,0.0955016348715731,0.0620827526930638,0.182644965364059,0.184907888799932,0.097030842412695,0.179991655041036,0.265539994437503,0.197453872422489,0.30127363188604,0.309086023626646,0.231662172782399,0.295297350902857,20,100,"normal","null",170,0.588235294117647,0,2
89,TRUE,TRUE,TRUE,"","","",0,0.00199999999999978,0.00800000000000001,0.0360000000000005,0.0460000000000003,0.00199999999999978,0.00100000000000033,0.00399999999999956,0,FALSE,-1.68688319806355e-15,1.01765042104184,1.56872348231297,Inf,1.59180771672829,175.173328104382,7.75912667450029e-12,0.435,NA,NA,0.136540372720151,0.152442436559874,0.274718419722887,0.282168724765624,0.191848728559685,0.268231554915665,0.376820841236869,0.402923453995914,0.428624107234067,0.440718780720867,0.409445173003049,0.419858473214782,20,100,"normal","null",170,0.588235294117647,0,2
90,TRUE,TRUE,TRUE,"","","",0,0.00199999999999978,0.00700000000000056,0.0380000000000003,0.0470000000000006,0.00200000000000067,0.000999999999999446,0.00400000000000045,0,FALSE,-1.26905396457193e-15,1.00019488758412,1.55374490157047,Inf,1.54947024936419,164.138234062262,4.72937244921923e-11,0.645,NA,NA,0.258870777736772,0.230705348367202,0.327956582531804,0.337434324903952,0.262134056006821,0.319549159428544,0.612315011276783,0.578724193859662,0.523952550466691,0.536011613618494,0.556747779127198,0.515219122302266,20,100,"normal","null",170,0.588235294117647,0,2
91,TRUE,TRUE,TRUE,"","","",0,0.00300000000000011,0.0119999999999996,0.0620000000000003,0.0790000000000006,0.00299999999999923,0.00200000000000067,0.00699999999999967,0,FALSE,-1.98845756040846e-15,0.999852273129865,1.55219229926297,Inf,1.54739167629053,174.723185250474,9.2086338554509e-12,0.345,NA,NA,0.0705354546523533,0.0577821075337007,0.18446550403307,0.18704010033494,0.0933926159246027,0.181290612818789,0.385946934530845,0.349174463397744,0.398621855401741,0.410027098336002,0.364310797530997,0.390191722041306,20,100,"normal","null",170,0.588235294117647,0,2
92,TRUE,TRUE,TRUE,"","","",0,0.00399999999999956,0.0120000000000005,0.0739999999999998,0.0910000000000002,0.00300000000000011,0.00200000000000067,0.00699999999999967,0,FALSE,-3.55753123797815e-15,0.966025498666141,1.5103598698284,Inf,1.45514517456843,180.67879918886,5.51381162949838e-11,0.22,NA,NA,0.075485368639182,0.029940450549002,0.139652386102056,0.139586441443735,0.0578035305631775,0.138521503731523,0.273115204770244,0.15011426461598,0.268884264417247,0.275650692825218,0.188476041107618,0.263427193689645,20,100,"normal","null",170,0.588235294117647,0,2
93,TRUE,TRUE,TRUE,"","","",0,0.00300000000000011,0.0110000000000001,0.0730000000000004,0.0880000000000001,0.00400000000000045,0.000999999999999446,0.00600000000000023,0,FALSE,-2.98813477516274e-15,1.05242398232557,1.73521834709276,Inf,1.82156087708067,192.015477562529,1.26192389870994e-10,0.215,NA,NA,0.00122170666040775,0.00439121965530302,0.0867651472571866,0.0833717723228946,0.0159475282898436,0.0869498997917575,0.118646251385167,0.212612455625095,0.325616566584359,0.336800824028666,0.247800320924092,0.311974157279402,20,100,"normal","null",170,0.588235294117647,0,2
94,TRUE,TRUE,TRUE,"","","",0,0.00199999999999978,0.00699999999999967,0.0389999999999997,0.0499999999999998,0.00199999999999978,0.00100000000000033,0.00399999999999956,0,FALSE,-3.97655926744663e-15,1.05063796969297,1.86096010455527,Inf,1.95009385711007,179.009336897414,3.29777094520978e-10,0.475,NA,NA,0.22314589739476,0.347507590803642,0.40331631360707,0.418471335858101,0.363440870026576,0.382575680387874,0.302845376283188,0.440421749925659,0.448186233650639,0.46409102312289,0.44059566603125,0.428020209038209,20,100,"normal","null",170,0.588235294117647,0,2
95,TRUE,TRUE,TRUE,"","","",0,0.00199999999999978,0.00600000000000023,0.0250000000000004,0.0340000000000007,0.00100000000000033,0.00100000000000033,0.00399999999999956,0,FALSE,-3.34796060016138e-15,1.03157813392899,1.66689028598196,Inf,1.71475346634879,177.870358269918,8.17976797407027e-11,0.365,NA,NA,0.166484232403895,0.220731011567669,0.327262629001606,0.337813836016265,0.254058252091132,0.315317380917919,0.324035544983644,0.396812491472745,0.426128345683573,0.43934308057788,0.404309330382013,0.412972443567521,20,100,"normal","null",170,0.588235294117647,0,2
96,TRUE,TRUE,TRUE,"","","",0,0.00200000000000067,0.00699999999999967,0.0549999999999997,0.0640000000000001,0.00199999999999978,0.000999999999999446,0.00400000000000045,0,FALSE,-1.37143360472613e-15,1.00675685064435,1.55197859946328,Inf,1.55787747652411,154.055334556909,8.44693204271607e-11,0.79,NA,NA,0.576350791649963,0.568070276874624,0.518112812523238,0.530218011945145,0.547284761000285,0.510182345445416,0.80424509139774,0.798502801593864,0.657242862128416,0.666050757107339,0.751412419130058,0.652544165694584,20,100,"normal","null",170,0.588235294117647,0,2
97,TRUE,TRUE,TRUE,"","","",0,0.00299999999999923,0.0150000000000006,0.0270000000000001,0.0460000000000003,0.00400000000000045,0.00199999999999978,0.00900000000000034,0,FALSE,-3.90238753714609e-15,1.00108332275589,1.53525135405884,Inf,1.53238790569319,178.255898334972,4.80326889373828e-12,0.31,NA,NA,0.0852822389268368,0.0718901442416947,0.19956041945878,0.202940718463639,0.109486431925581,0.195907221432367,0.316784012025145,0.285931157278323,0.361412751030568,0.371764340787288,0.310599438473555,0.353675198975395,20,100,"normal","null",170,0.588235294117647,0,2
98,TRUE,TRUE,TRUE,"","","",0,0.00199999999999978,0.00800000000000001,0.0350000000000001,0.0460000000000003,0.00200000000000067,0.00100000000000033,0.00399999999999956,0,FALSE,-2.18757938422491e-15,1.03555014550347,1.67579517699004,Inf,1.73062355279765,181.537442530223,9.84584858088056e-10,0.35,NA,NA,0.188703294693089,0.257767982404945,0.350096173622413,0.361573932594398,0.287154593998245,0.338483829473514,0.258475935390871,0.338140774480169,0.395156152057665,0.407906265983108,0.355520023985868,0.38298767730299,20,100,"normal","null",170,0.588235294117647,0,2
99,TRUE,TRUE,TRUE,"","","",0,0.00199999999999978,0.00600000000000023,0.0389999999999997,0.0489999999999995,0.00199999999999978,0.00100000000000033,0.00300000000000011,0,FALSE,-1.46935722173196e-15,0.973422897962442,1.45523366420907,Inf,1.41263531004461,145.020307905387,1.72775571627426e-10,0.9,NA,NA,0.685321484063694,0.562565386969238,0.518113086494675,0.529093601667641,0.543655085339539,0.511364289948282,0.917854024898758,0.859113227230395,0.71383380652303,0.719567317737973,0.813977120697332,0.711450694085643,20,100,"normal","null",170,0.588235294117647,0,2
100,TRUE,TRUE,TRUE,"","","",0,0.00199999999999978,0.00700000000000056,0.056,0.0660000000000007,0.00200000000000067,0.00199999999999978,0.00300000000000011,0,FALSE,-1.93092724951935e-15,1.01609703765086,1.64364403789766,Inf,1.66526033053467,193.100319789567,1.50066625792533e-11,0.145,NA,NA,0.0321469436833817,0.035638880860846,0.161590628656457,0.162966268968841,0.0663538573272455,0.157792464582398,0.108242085040031,0.116926825066252,0.25163914639099,0.258449113016003,0.157167454558453,0.243332834466925,20,100,"normal","null",170,0.588235294117647,0,2
1,TRUE,TRUE,TRUE,"","","",0,0.001,0.003,0.002,0.00700000000000001,0.001,0.002,0,0,TRUE,0.83138724921622,1.02025943085776,0.152284928639709,1.50439814878642,0.140436275672234,5.14862894668517,2.93098878501041e-14,0.44,0.53,0.46726039474449,0.417682822690682,0.428377932820982,0.427503578285461,0.428265180111718,0.4280369186428,0.426737239914035,0.398012090050962,0.408703347061181,0.408016300726465,0.408767082808144,0.408388543855227,0.407186419323766,5,400,"normal","null",5,80,0,3
2,TRUE,TRUE,TRUE,"","","",0.001,0.001,0.001,0.002,0.005,0,0.001,0,0,TRUE,0.862173509349301,1.00401048909637,0.170189191985808,1.49405422614641,0.152884935737214,1.10083141465249,6.50590692430342e-14,0.955,0.97,0.964639362571158,0.952508038991511,0.952853913494104,0.950428257892065,0.948840936988345,0.952689998764143,0.951946097482824,0.954030057112232,0.954365734009935,0.951984488934592,0.950391376473558,0.954206196415496,0.953482254480824,5,400,"normal","null",5,80,0,3
3,TRUE,TRUE,TRUE,"","","",0,0.002,0.001,0.002,0.00600000000000001,0,0.001,0,0,TRUE,0.769763869747214,0.965675891229721,0.203078319427952,1.61675309219687,0.178731003078521,6.26621848577402,4.88498130835069e-14,0.22,0.205,0.205418195113249,0.2797750603531,0.258341309226606,0.25954394050157,0.260472933362238,0.258218346790389,0.257719250957591,0.281169778493783,0.259699373415576,0.260882432410846,0.26181770991969,0.259572053492309,0.259055369990906,5,400,"normal","null",5,80,0,3
4,TRUE,TRUE,TRUE,"","","",0,0.001,0.001,0.001,0.004,0,0.001,0,0,TRUE,0.823390668613427,1.09265973480953,0.199973303271368,1.68064779115337,0.216288226986696,5.18986165440755,4.44089209850063e-15,0.49,0.475,0.456680075541309,0.399668357855372,0.452232989529462,0.450300422470381,0.45165004719894,0.451508496238497,0.44911055842546,0.393151559786527,0.445731378891426,0.443906319272349,0.445254791322078,0.445022081647133,0.442675278004672,5,400,"normal","null",5,80,0,3
5,TRUE,TRUE,TRUE,"","","",0,0.001,0.002,0.001,0.004,0,0.002,0,0,TRUE,0.859077784654386,1.01253062077658,0.126022842342778,1.37423538535416,0.114816506144023,3.25767593072703,9.32587340685131e-15,0.69,0.68,0.648063210066274,0.654657746970718,0.660102912498519,0.658111196876901,0.658404660667853,0.65971169904683,0.658393208309111,0.660327445448264,0.665719332358954,0.663704015373951,0.663982978705688,0.665328184727262,0.664009820161757,5,400,"normal","null",5,80,0,3
6,TRUE,TRUE,TRUE,"","","",0,0.001,0.002,0.003,0.00700000000000001,0,0.002,0,0,TRUE,0.684080478117323,0.928697933559517,0.23079097402565,1.82418909246685,0.204537558847389,7.38365243884902,3.46389583683049e-14,0.19,0.11,0.106405870571928,0.184259600124574,0.148793900622063,0.151899889312015,0.15234551768588,0.149123566325057,0.150222572413038,0.193634996689852,0.157215237461266,0.160247708135899,0.160757439040124,0.157508726717588,0.158479790030739,5,400,"normal","null",5,80,0,3
7,TRUE,TRUE,TRUE,"","","",0,0,0.002,0.001,0.005,0.001,0.001,0,0,TRUE,0.684592841662731,0.923024906425993,0.231370200091848,1.80113184082868,0.205940817141482,6.34878477801472,1.91846538655227e-13,0.225,0.175,0.183760036466038,0.261149835386762,0.216300328271891,0.218553484492354,0.219484126311997,0.216323126164361,0.216396207236693,0.273744292162853,0.228033272502088,0.230098169315196,0.231107259337464,0.228009257843735,0.227882719309285,5,400,"normal","null",5,80,0,3
